,total_loss,barlow_loss,mse_loss
0,0.9335159659385681,554.0190005521162,0.6300021680670047
1,0.5137082879696417,292.88866963517773,0.26506225928800914
2,0.5081053570323034,141.98779104390275,0.2586867198211337
3,0.5060014071267679,98.59069162771243,0.2565663688636701
4,0.5036236378577871,69.90206564457044,0.25410401117090786
5,0.5012424429622265,50.86690703225792,0.2514749656713337
6,0.5009234019922554,42.02267947765665,0.2509200355601967
7,0.5007747563473676,33.075251509290226,0.25073740091345725
8,0.5006955163467914,28.21613582121123,0.2505669497431965
9,0.5007593187443707,24.785536792300164,0.2506628072043078
10,0.5013724778770307,22.663692255632593,0.2509611961901735
11,0.5007963453957794,21.058309038844676,0.25063776423078066
12,0.5013455814177837,19.743105853369478,0.25073444405826956
13,0.502105161274245,19.023017165857716,0.25074490973161995
14,0.5019753673754701,18.407826231160296,0.2509323582736724
15,0.5019410512316118,17.74616175835286,0.25079284676718056
16,0.5022450224795473,17.085740356270325,0.250752657993671
17,0.5021494510797185,16.621662555484598,0.25094764372077555
18,0.5021794605145761,16.249247135372336,0.2507318518030534
19,0.5021158620851849,15.977301435733061,0.25065555799444883
20,0.502103863779558,15.784134589204001,0.2508839957347704
21,0.5016676899763423,15.435322634670712,0.25049553490286575
22,0.5018571337702078,15.133530008683511,0.2503065930320582
23,0.5018482705868712,14.939577058914605,0.25032621601579386
24,0.5021975106055584,14.726842731510827,0.25061598823431436
25,0.5015724879612616,14.509006058404205,0.2503123308677192
26,0.501576479558551,14.446485711893905,0.25023838631603695
27,0.5014335133066965,14.196818023646644,0.2500884320347681
28,0.5014027024901241,14.049651705890621,0.24974850175577565
29,0.5003880725814662,13.946254664604817,0.24909653330067977
30,0.5000797853283926,13.875515915931912,0.24879421915756453
31,0.5000226292588296,13.664471735648059,0.24863423810366098
32,0.49967582701543056,13.614887561273138,0.24832483346855969
33,0.499779860087491,13.5114265713123,0.24824075510195637
34,0.49948652170666863,13.345128299993112,0.2480797443641435
35,0.4995342428804538,13.33389261228229,0.24801888774841205
36,0.499383611416598,13.335662658061457,0.24795380986611779
37,0.49921441023502877,13.283680732097102,0.24783681551797673
38,0.49900761328705956,13.051089855509067,0.24765970079450433
39,0.49929522442708324,13.053281206603444,0.24767271019176607
40,0.4991109680145159,13.004793241483355,0.2475218757166775
41,0.4991267084255131,12.996221905454583,0.2477570118023715
42,0.4986190411749236,12.878959165800602,0.24724953696815247
43,0.49877969797598115,12.773334424430077,0.24731336260607484
44,0.49851994243783687,12.761596675312846,0.24724361881477022
45,0.49853023996046925,12.618795386148156,0.24702853073767567
46,0.4984751857748819,12.663564314535998,0.24685839256015393
47,0.49845883810738906,12.540756829288028,0.24693258564679996
48,0.49833881485899656,12.570288474406672,0.24693791971567575
49,0.49815035057724066,12.40398195249225,0.24675584256375602
50,0.49822763797886876,12.334151289878635,0.2467641023867721
